tourism_id,month,tourists
180,2015-07-01,319356
181,2015-07-01,319356
182,2015-07-01,319356
183,2015-07-01,319356
184,2015-07-01,319356
185,2015-07-01,319356
186,2015-07-01,319356
187,2015-07-01,319356
188,2015-07-01,319356
189,2015-07-01,319356
190,2015-07-01,319356
191,2015-07-01,319356
192,2015-07-01,319356
193,2015-07-01,319356
194,2015-07-01,319356
195,2015-07-01,319356
196,2015-07-01,319356
197,2015-07-01,319356
198,2015-07-01,319356
199,2015-07-01,319356
200,2015-07-01,319356
201,2015-07-01,319356
202,2015-07-01,319356
203,2015-07-01,319356
204,2015-07-01,319356
205,2015-07-01,319356
206,2015-07-01,319356
207,2015-07-01,319356
208,2015-07-01,319356
209,2015-07-01,319356
210,2015-07-01,319356
211,2015-07-01,319356
212,2015-07-01,319356
213,2015-07-01,319356
214,2015-07-01,319356
215,2015-07-01,319356
216,2015-07-01,319356
217,2015-07-01,319356
218,2015-07-01,319356
219,2015-07-01,319356
220,2015-07-01,319356
221,2015-07-01,319356
222,2015-07-01,319356
223,2015-07-01,319356
224,2015-07-01,319356
225,2015-07-01,319356
226,2015-07-01,319356
227,2015-07-01,319356
228,2015-07-01,319356
229,2015-07-01,319356
230,2015-07-01,319356
231,2015-07-01,319356
232,2015-07-01,319356
233,2015-07-01,319356
234,2015-07-01,319356
235,2015-07-01,319356
236,2015-07-01,319356
237,2015-07-01,319356
238,2015-07-01,319356
239,2015-07-01,319356
240,2015-07-01,319356
241,2015-07-01,319356
242,2015-07-01,319356
243,2015-07-01,319356
244,2015-07-01,319356
245,2015-07-01,319356
246,2015-07-01,319356
247,2015-07-01,319356
248,2015-07-01,319356
249,2015-07-01,319356
250,2015-07-01,319356
251,2015-07-01,319356
252,2015-07-01,319356
253,2015-07-01,319356
254,2015-07-01,319356
255,2015-07-01,319356
256,2015-07-01,319356
257,2015-07-01,319356
258,2015-07-01,319356
259,2015-07-01,319356
260,2015-07-01,319356
261,2015-07-01,319356
262,2015-07-01,319356
263,2015-07-01,319356
264,2015-07-01,319356
265,2015-07-01,319356
266,2015-07-01,319356
267,2015-07-01,319356
268,2015-07-01,319356
269,2015-07-01,319356
270,2015-07-01,319356
271,2015-07-01,319356
272,2015-07-01,319356
273,2015-07-01,319356
274,2015-07-01,319356
275,2015-07-01,319356
276,2015-07-01,319356
277,2015-07-01,319356
278,2015-07-01,319356
279,2015-07-01,319356
280,2015-07-01,319356
281,2015-07-01,319356
282,2015-07-01,319356
283,2015-07-01,319356
284,2015-07-01,319356
285,2015-07-01,319356
286,2015-07-01,319356
287,2015-07-01,319356
288,2015-07-01,319356
289,2015-07-01,319356
290,2015-07-01,319356
291,2015-07-01,319356
292,2015-07-01,319356
293,2015-07-01,319356
294,2015-07-01,319356
295,2015-07-01,319356
296,2015-07-01,319356
297,2015-07-01,319356
298,2015-07-01,319356
299,2015-07-01,319356
300,2015-07-01,319356
301,2015-07-01,319356
302,2015-07-01,319356
303,2015-07-01,319356
304,2015-07-01,319356
305,2015-07-01,319356
306,2015-07-01,319356
307,2015-07-01,319356
308,2015-07-01,319356
309,2015-07-01,319356
310,2015-07-01,319356
311,2015-07-01,319356
312,2015-07-01,319356
313,2015-07-01,319356
314,2015-07-01,319356
315,2015-07-01,319356
316,2015-07-01,319356
317,2015-07-01,319356
318,2015-07-01,319356
319,2015-07-01,319356
320,2015-07-01,319356
321,2015-07-01,319356
322,2015-07-01,319356
323,2015-07-01,319356
324,2015-07-01,319356
325,2015-07-01,319356
326,2015-07-01,319356
327,2015-07-01,319356
328,2015-07-01,319356
329,2015-07-01,319356
330,2015-07-01,319356
331,2015-07-01,319356
332,2015-07-01,319356
333,2015-07-01,319356
334,2015-07-01,319356
335,2015-07-01,319356
336,2015-07-01,319356
337,2015-07-01,319356
338,2015-07-01,319356
339,2015-07-01,319356
340,2015-07-01,319356
341,2015-07-01,319356
342,2015-07-01,319356
343,2015-07-01,319356
344,2015-07-01,319356
345,2015-07-01,319356
346,2015-07-01,319356
347,2015-07-01,319356
348,2015-07-01,319356
349,2015-07-01,319356
350,2015-07-01,319356
351,2015-07-01,319356
352,2015-07-01,319356
353,2015-07-01,319356
354,2015-07-01,319356
355,2015-07-01,319356
356,2015-07-01,319356
357,2015-07-01,319356
358,2015-07-01,319356
359,2015-07-01,319356
360,2015-07-01,319356
361,2015-07-01,319356
362,2015-07-01,319356
363,2015-07-01,319356
364,2015-07-01,319356
365,2015-07-01,319356
366,2015-07-01,319356
367,2015-07-01,319356
368,2015-07-01,319356
369,2015-07-01,319356
370,2015-07-01,319356
371,2015-07-01,319356
372,2015-07-01,319356
373,2015-07-01,319356
374,2015-07-01,319356
375,2015-07-01,319356
376,2015-07-01,319356
377,2015-07-01,319356
378,2015-07-01,319356
379,2015-07-01,319356
380,2015-07-01,319356
381,2015-07-01,319356
382,2015-07-01,319356
383,2015-07-01,319356
384,2015-07-01,319356
385,2015-07-01,319356
386,2015-07-01,319356
387,2015-07-01,319356
388,2015-07-01,319356
389,2015-07-01,319356
390,2015-07-01,319356
391,2015-07-01,319356
392,2015-07-01,319356
393,2015-07-01,319356
394,2015-07-01,319356
395,2015-07-01,319356
396,2015-07-01,319356
397,2015-07-01,319356
398,2015-07-01,319356
399,2015-07-01,319356
400,2015-07-01,319356
401,2015-07-01,319356
402,2015-07-01,319356
403,2015-07-01,319356
404,2015-07-01,319356
405,2015-07-01,319356
406,2015-07-01,319356
407,2015-07-01,319356
408,2015-07-01,319356
409,2015-07-01,319356
410,2015-07-01,319356
411,2015-07-01,319356
412,2015-07-01,319356
413,2015-07-01,319356
414,2015-07-01,319356
415,2015-07-01,319356
416,2015-07-01,319356
417,2015-07-01,319356
418,2015-07-01,319356
419,2015-07-01,319356
420,2015-07-01,319356
421,2015-07-01,319356
422,2015-07-01,319356
423,2015-07-01,319356
424,2015-07-01,319356
425,2015-07-01,319356
426,2015-07-01,319356
427,2015-07-01,319356
428,2015-07-01,319356
429,2015-07-01,319356
430,2015-07-01,319356
431,2015-07-01,319356
432,2015-07-01,319356
433,2015-07-01,319356
434,2015-07-01,319356
435,2015-07-01,319356
436,2015-07-01,319356
437,2015-07-01,319356
438,2015-07-01,319356
439,2015-07-01,319356
440,2015-07-01,319356
441,2015-07-01,319356
442,2015-07-01,319356
443,2015-07-01,319356
444,2015-07-01,319356
445,2015-07-01,319356
446,2015-07-01,319356
447,2015-07-01,319356
448,2015-07-01,319356
449,2015-07-01,319356
450,2015-07-01,319356
451,2015-07-01,319356
452,2015-07-01,319356
453,2015-07-01,319356
454,2015-07-01,319356
455,2015-07-01,319356
456,2015-07-01,319356
457,2015-07-01,319356
458,2015-07-01,319356
459,2015-07-01,319356
460,2015-07-01,319356
461,2015-07-01,319356
462,2015-07-01,319356
463,2015-07-01,319356
464,2015-07-01,319356
465,2015-07-01,319356
466,2015-07-01,319356
467,2015-07-01,319356
468,2015-07-01,319356
469,2015-07-01,319356
470,2015-07-01,319356
471,2015-07-01,319356
472,2015-07-01,319356
473,2015-07-01,319356
474,2015-07-01,319356
475,2015-07-01,319356
476,2015-07-01,319356
477,2015-07-01,319356
478,2015-07-01,319356
479,2015-07-01,319356
480,2015-07-01,319356
481,2015-07-01,319356
482,2015-07-01,319356
483,2015-07-01,319356
484,2015-07-01,319356
485,2015-07-01,319356
486,2015-07-01,319356
487,2015-07-01,319356
488,2015-07-01,319356
489,2015-07-01,319356
490,2015-07-01,319356
491,2015-07-01,319356
492,2015-07-01,319356
493,2015-07-01,319356
494,2015-07-01,319356
495,2015-07-01,319356
496,2015-07-01,319356
497,2015-07-01,319356
498,2015-07-01,319356
499,2015-07-01,319356
500,2015-07-01,319356
501,2015-07-01,319356
502,2015-07-01,319356
503,2015-07-01,319356
504,2015-07-01,319356
505,2015-07-01,319356
506,2015-07-01,319356
507,2015-07-01,319356
508,2015-07-01,319356
509,2015-07-01,319356
510,2015-07-01,319356
511,2015-07-01,319356
512,2015-07-01,319356
513,2015-07-01,319356
514,2015-07-01,319356
515,2015-07-01,319356
516,2015-07-01,319356
517,2015-07-01,319356
518,2015-07-01,319356
519,2015-07-01,319356
520,2015-07-01,319356
521,2015-07-01,319356
522,2015-07-01,319356
523,2015-07-01,319356
524,2015-07-01,319356
525,2015-07-01,319356
526,2015-07-01,319356
527,2015-07-01,319356
528,2015-07-01,319356
529,2015-07-01,319356
530,2015-07-01,319356
531,2015-07-01,319356
532,2015-07-01,319356
533,2015-07-01,319356
534,2015-07-01,319356
535,2015-07-01,319356
536,2015-07-01,319356
537,2015-07-01,319356
538,2015-07-01,319356
539,2015-07-01,319356
540,2015-07-01,319356
541,2015-07-01,319356
542,2015-07-01,319356
543,2015-07-01,319356
544,2015-07-01,319356
545,2015-07-01,319356
546,2015-07-01,319356
547,2015-07-01,319356
548,2015-07-01,319356
549,2015-07-01,319356
550,2015-07-01,319356
551,2015-07-01,319356
552,2015-07-01,319356
553,2015-07-01,319356
554,2015-07-01,319356
555,2015-07-01,319356
556,2015-07-01,319356
557,2015-07-01,319356
558,2015-07-01,319356
559,2015-07-01,319356
560,2015-07-01,319356
561,2015-07-01,319356
562,2015-07-01,319356
563,2015-07-01,319356
564,2015-07-01,319356
565,2015-07-01,319356
566,2015-07-01,319356
567,2015-07-01,319356
568,2015-07-01,319356
569,2015-07-01,319356
570,2015-07-01,319356
571,2015-07-01,319356
572,2015-07-01,319356
573,2015-07-01,319356
574,2015-07-01,319356
575,2015-07-01,319356
576,2015-07-01,319356
577,2015-07-01,319356
578,2015-07-01,319356
579,2015-07-01,319356
580,2015-07-01,319356
581,2015-07-01,319356
582,2015-07-01,319356
583,2015-07-01,319356
584,2015-07-01,319356
585,2015-07-01,319356
586,2015-07-01,319356
587,2015-07-01,319356
588,2015-07-01,319356
589,2015-07-01,319356
590,2015-07-01,319356
591,2015-07-01,319356
592,2015-07-01,319356
593,2015-07-01,319356
594,2015-07-01,319356
595,2015-07-01,319356
596,2015-07-01,319356
597,2015-07-01,319356
598,2015-07-01,319356
599,2015-07-01,319356
600,2015-07-01,319356
601,2015-07-01,319356
602,2015-07-01,319356
603,2015-07-01,319356
604,2015-07-01,319356
605,2015-07-01,319356
606,2015-07-01,319356
607,2015-07-01,319356
608,2015-07-01,319356
609,2015-07-01,319356
610,2015-07-01,319356
611,2015-07-01,319356
612,2015-07-01,319356
613,2015-07-01,319356
614,2015-07-01,319356
615,2015-07-01,319356
616,2015-07-01,319356
617,2015-07-01,319356
618,2015-07-01,319356
619,2015-07-01,319356
620,2015-07-01,319356
621,2015-07-01,319356
622,2015-07-01,319356
623,2015-07-01,319356
624,2015-07-01,319356
625,2015-07-01,319356
626,2015-07-01,319356
627,2015-07-01,319356
628,2015-07-01,319356
629,2015-07-01,319356
630,2015-07-01,319356
631,2015-07-01,319356
632,2015-07-01,319356
633,2015-07-01,319356
634,2015-07-01,319356
635,2015-07-01,319356
636,2015-07-01,319356
637,2015-07-01,319356
638,2015-07-01,319356
639,2015-07-01,319356
640,2015-07-01,319356
641,2015-07-01,319356
642,2015-07-01,319356
643,2015-07-01,319356
644,2015-07-01,319356
645,2015-07-01,319356
646,2015-07-01,319356
647,2015-07-01,319356
648,2015-07-01,319356
649,2015-07-01,319356
650,2015-07-01,319356
651,2015-07-01,319356
652,2015-07-01,319356
653,2015-07-01,319356
654,2015-07-01,319356
655,2015-07-01,319356
656,2015-07-01,319356
657,2015-07-01,319356
658,2015-07-01,319356
659,2015-07-01,319356
660,2015-07-01,319356
661,2015-07-01,319356
662,2015-07-01,319356
663,2015-07-01,319356
664,2015-07-01,319356
665,2015-07-01,319356
666,2015-07-01,319356
667,2015-07-01,319356
668,2015-07-01,319356
669,2015-07-01,319356
670,2015-07-01,319356
671,2015-07-01,319356
672,2015-07-01,319356
673,2015-07-01,319356
674,2015-07-01,319356
675,2015-07-01,319356
676,2015-07-01,319356
677,2015-07-01,319356
678,2015-07-01,319356
679,2015-07-01,319356
680,2015-07-01,319356
681,2015-07-01,319356
682,2015-07-01,319356
683,2015-07-01,319356
684,2015-07-01,319356
685,2015-07-01,319356
686,2015-07-01,319356
687,2015-07-01,319356
688,2015-07-01,319356
689,2015-07-01,319356
690,2015-07-01,319356
691,2015-07-01,319356
692,2015-07-01,319356
693,2015-07-01,319356
694,2015-07-01,319356
695,2015-07-01,319356
696,2015-07-01,319356
697,2015-07-01,319356
698,2015-07-01,319356
699,2015-07-01,319356
700,2015-07-01,319356
701,2015-07-01,319356
702,2015-07-01,319356
703,2015-07-01,319356
704,2015-07-01,319356
705,2015-07-01,319356
706,2015-07-01,319356
707,2015-07-01,319356
708,2015-07-01,319356
709,2015-07-01,319356
710,2015-07-01,319356
711,2015-07-01,319356
712,2015-07-01,319356
713,2015-07-01,319356
714,2015-07-01,319356
715,2015-07-01,319356
716,2015-07-01,319356
717,2015-07-01,319356
718,2015-07-01,319356
719,2015-07-01,319356
720,2015-07-01,319356
721,2015-07-01,319356
722,2015-07-01,319356
723,2015-07-01,319356
724,2015-07-01,319356
725,2015-07-01,319356
726,2015-07-01,319356
727,2015-07-01,319356
728,2015-07-01,319356
729,2015-07-01,319356
730,2015-07-01,319356
731,2015-07-01,319356
732,2015-07-01,319356
733,2015-07-01,319356
734,2015-07-01,319356
735,2015-07-01,319356
736,2015-07-01,319356
737,2015-07-01,319356
738,2015-07-01,319356
739,2015-07-01,319356
740,2015-07-01,319356
741,2015-07-01,319356
742,2015-07-01,319356
743,2015-07-01,319356
744,2015-07-01,319356
745,2015-07-01,319356
746,2015-07-01,319356
747,2015-07-01,319356
748,2015-07-01,319356
749,2015-07-01,319356
750,2015-07-01,319356
751,2015-07-01,319356
752,2015-07-01,319356
753,2015-07-01,319356
754,2015-07-01,319356
755,2015-07-01,319356
756,2015-07-01,319356
757,2015-07-01,319356
758,2015-07-01,319356
759,2015-07-01,319356
760,2015-07-01,319356
761,2015-07-01,319356
762,2015-07-01,319356
763,2015-07-01,319356
764,2015-07-01,319356
765,2015-07-01,319356
766,2015-07-01,319356
767,2015-07-01,319356
768,2015-07-01,319356
769,2015-07-01,319356
770,2015-07-01,319356
771,2015-07-01,319356
772,2015-07-01,319356
773,2015-07-01,319356
774,2015-07-01,319356
775,2015-07-01,319356
776,2015-07-01,319356
777,2015-07-01,319356
778,2015-07-01,319356
779,2015-07-01,319356
780,2015-07-01,319356
781,2015-07-01,319356
782,2015-07-01,319356
783,2015-07-01,319356
784,2015-07-01,319356
785,2015-07-01,319356
786,2015-07-01,319356
787,2015-07-01,319356
788,2015-07-01,319356
789,2015-07-01,319356
790,2015-07-01,319356
791,2015-07-01,319356
792,2015-07-01,319356
793,2015-07-01,319356
794,2015-07-01,319356
795,2015-07-01,319356
796,2015-07-01,319356
797,2015-07-01,319356
798,2015-07-01,319356
799,2015-07-01,319356
800,2015-07-01,319356
801,2015-07-01,319356
802,2015-07-01,319356
803,2015-07-01,319356
804,2015-07-01,319356
805,2015-07-01,319356
806,2015-07-01,319356
807,2015-07-01,319356
808,2015-07-01,319356
809,2015-07-01,319356
810,2015-07-01,319356
811,2015-07-01,319356
812,2015-07-01,319356
813,2015-07-01,319356
814,2015-07-01,319356
815,2015-07-01,319356
816,2015-07-01,319356
817,2015-07-01,319356
818,2015-07-01,319356
819,2015-07-01,319356
820,2015-07-01,319356
821,2015-07-01,319356
822,2015-07-01,319356
823,2015-07-01,319356
824,2015-07-01,319356
825,2015-07-01,319356
826,2015-07-01,319356
827,2015-07-01,319356
828,2015-07-01,319356
829,2015-07-01,319356
830,2015-07-01,319356
831,2015-07-01,319356
832,2015-07-01,319356
833,2015-07-01,319356
834,2015-07-01,319356
835,2015-07-01,319356
836,2015-07-01,319356
837,2015-07-01,319356
838,2015-07-01,319356
839,2015-07-01,319356
840,2015-07-01,319356
841,2015-07-01,319356
842,2015-07-01,319356
843,2015-07-01,319356
844,2015-07-01,319356
845,2015-07-01,319356
846,2015-07-01,319356
847,2015-07-01,319356
848,2015-07-01,319356
849,2015-07-01,319356
850,2015-07-01,319356
851,2015-07-01,319356
852,2015-07-01,319356
853,2015-07-01,319356
854,2015-07-01,319356
855,2015-07-01,319356
856,2015-07-01,319356
857,2015-07-01,319356
858,2015-07-01,319356
859,2015-07-01,319356
860,2015-07-01,319356
861,2015-07-01,319356
862,2015-07-01,319356
863,2015-07-01,319356
864,2015-07-01,319356
865,2015-07-01,319356
866,2015-07-01,319356
867,2015-07-01,319356
868,2015-07-01,319356
869,2015-07-01,319356
870,2015-07-01,319356
871,2015-07-01,319356
872,2015-07-01,319356
873,2015-07-01,319356
874,2015-07-01,319356
875,2015-07-01,319356
876,2015-07-01,319356
877,2015-07-01,319356
878,2015-07-01,319356
879,2015-07-01,319356
880,2015-07-01,319356
881,2015-07-01,319356
882,2015-07-01,319356
883,2015-07-01,319356
884,2015-07-01,319356
885,2015-07-01,319356
886,2015-07-01,319356
887,2015-07-01,319356
888,2015-07-01,319356
889,2015-07-01,319356
890,2015-07-01,319356
891,2015-07-01,319356
892,2015-07-01,319356
893,2015-07-01,319356
894,2015-07-01,319356
895,2015-07-01,319356
896,2015-07-01,319356
897,2015-07-01,319356
898,2015-07-01,319356
899,2015-07-01,319356
900,2015-07-01,319356
901,2015-07-01,319356
902,2015-07-01,319356
903,2015-07-01,319356
904,2015-07-01,319356
905,2015-07-01,319356
906,2015-07-01,319356
907,2015-07-01,319356
908,2015-07-01,319356
909,2015-07-01,319356
910,2015-07-01,319356
911,2015-07-01,319356
912,2015-07-01,319356
913,2015-07-01,319356
914,2015-07-01,319356
915,2015-07-01,319356
916,2015-07-01,319356
917,2015-07-01,319356
918,2015-07-01,319356
919,2015-07-01,319356
920,2015-07-01,319356
921,2015-07-01,319356
922,2015-07-01,319356
923,2015-07-01,319356
924,2015-07-01,319356
925,2015-07-01,319356
926,2015-07-01,319356
927,2015-07-01,319356
928,2015-07-01,319356
929,2015-07-01,319356
930,2015-07-01,319356
931,2015-07-01,319356
932,2015-07-01,319356
933,2015-07-01,319356
934,2015-07-01,319356
935,2015-07-01,319356
936,2015-07-01,319356
937,2015-07-01,319356
938,2015-07-01,319356
939,2015-07-01,319356
940,2015-07-01,319356
941,2015-07-01,319356
942,2015-07-01,319356
943,2015-07-01,319356
944,2015-07-01,319356
945,2015-07-01,319356
946,2015-07-01,319356
947,2015-07-01,319356
948,2015-07-01,319356
949,2015-07-01,319356
950,2015-07-01,319356
951,2015-07-01,319356
952,2015-07-01,319356
953,2015-07-01,319356
954,2015-07-01,319356
955,2015-07-01,319356
956,2015-07-01,319356
957,2015-07-01,319356
958,2015-07-01,319356
959,2015-07-01,319356
960,2015-07-01,319356
961,2015-07-01,319356
962,2015-07-01,319356
963,2015-07-01,319356
964,2015-07-01,319356
965,2015-07-01,319356
966,2015-07-01,319356
967,2015-07-01,319356
968,2015-07-01,319356
969,2015-07-01,319356
970,2015-07-01,319356
971,2015-07-01,319356
972,2015-07-01,319356
973,2015-07-01,319356
974,2015-07-01,319356
975,2015-07-01,319356
976,2015-07-01,319356
977,2015-07-01,319356
978,2015-07-01,319356
979,2015-07-01,319356
980,2015-07-01,319356
981,2015-07-01,319356
982,2015-07-01,319356
983,2015-07-01,319356
984,2015-07-01,319356
985,2015-07-01,319356
986,2015-07-01,319356
987,2015-07-01,319356
988,2015-07-01,319356
989,2015-07-01,319356
990,2015-07-01,319356
991,2015-07-01,319356
992,2015-07-01,319356
993,2015-07-01,319356
994,2015-07-01,319356
995,2015-07-01,319356
996,2015-07-01,319356
997,2015-07-01,319356
998,2015-07-01,319356
999,2015-07-01,319356
1000,2015-07-01,319356
1001,2015-07-01,319356
1002,2015-07-01,319356
1003,2015-07-01,319356
1004,2015-07-01,319356
1005,2015-07-01,319356
1006,2015-07-01,319356
1007,2015-07-01,319356
1008,2015-07-01,319356
1009,2015-07-01,319356
1010,2015-07-01,319356
1011,2015-07-01,319356
1012,2015-07-01,319356
1013,2015-07-01,319356
1014,2015-07-01,319356
1015,2015-07-01,319356
1016,2015-07-01,319356
1017,2015-07-01,319356
1018,2015-07-01,319356
1019,2015-07-01,319356
1020,2015-07-01,319356
1021,2015-07-01,319356
1022,2015-07-01,319356
1023,2015-07-01,319356
1024,2015-07-01,319356
1025,2015-07-01,319356
1026,2015-07-01,319356
1027,2015-07-01,319356
1028,2015-07-01,319356
1029,2015-07-01,319356
1030,2015-07-01,319356
1031,2015-07-01,319356
1032,2015-07-01,319356
1033,2015-07-01,319356
1034,2015-07-01,319356
1035,2015-07-01,319356
1036,2015-07-01,319356
1037,2015-07-01,319356
1038,2015-07-01,319356
1039,2015-07-01,319356
1040,2015-07-01,319356
1041,2015-07-01,319356
1042,2015-07-01,319356
1043,2015-07-01,319356
1044,2015-07-01,319356
1045,2015-07-01,319356
1046,2015-07-01,319356
1047,2015-07-01,319356
1048,2015-07-01,319356
1049,2015-07-01,319356
1050,2015-07-01,319356
1051,2015-07-01,319356
1052,2015-07-01,319356
1053,2015-07-01,319356
1054,2015-07-01,319356
1055,2015-07-01,319356
1056,2015-07-01,319356
1057,2015-07-01,319356
1058,2015-07-01,319356
1059,2015-07-01,319356
1060,2015-07-01,319356
1061,2015-07-01,319356
1062,2015-07-01,319356
1063,2015-07-01,319356
1064,2015-07-01,319356
1065,2015-07-01,319356
1066,2015-07-01,319356
1067,2015-07-01,319356
1068,2015-07-01,319356
1069,2015-07-01,319356
1070,2015-07-01,319356
1071,2015-07-01,319356
1072,2015-07-01,319356
1073,2015-07-01,319356
1074,2015-07-01,319356
1075,2015-07-01,319356
1076,2015-07-01,319356
1077,2015-07-01,319356
1078,2015-07-01,319356
1079,2015-07-01,319356
1080,2015-07-01,319356
1081,2015-07-01,319356
1082,2015-07-01,319356
1083,2015-07-01,319356
1084,2015-07-01,319356
1085,2015-07-01,319356
1086,2015-07-01,319356
1087,2015-07-01,319356
1088,2015-07-01,319356
1089,2015-07-01,319356
1090,2015-07-01,319356
1091,2015-07-01,319356
1092,2015-07-01,319356
1093,2015-07-01,319356
1094,2015-07-01,319356
1095,2015-07-01,319356
1096,2015-07-01,319356
1097,2015-07-01,319356
1098,2015-07-01,319356
1099,2015-07-01,319356
1100,2015-07-01,319356
1101,2015-07-01,319356
1102,2015-07-01,319356
1103,2015-07-01,319356
1104,2015-07-01,319356
1105,2015-07-01,319356
1106,2015-07-01,319356
1107,2015-07-01,319356
1108,2015-07-01,319356
1109,2015-07-01,319356
1110,2015-07-01,319356
1111,2015-07-01,319356
1112,2015-07-01,319356
1113,2015-07-01,319356
1114,2015-07-01,319356
1115,2015-07-01,319356
1116,2015-07-01,319356
1117,2015-07-01,319356
1118,2015-07-01,319356
1119,2015-07-01,319356
1120,2015-07-01,319356
1121,2015-07-01,319356
1122,2015-07-01,319356
1123,2015-07-01,319356
1124,2015-07-01,319356
1125,2015-07-01,319356
1126,2015-07-01,319356
1127,2015-07-01,319356
1128,2015-07-01,319356
1129,2015-07-01,319356
1130,2015-07-01,319356
1131,2015-07-01,319356
1132,2015-07-01,319356
1133,2015-07-01,319356
1134,2015-07-01,319356
1135,2015-07-01,319356
1136,2015-07-01,319356
1137,2015-07-01,319356
1138,2015-07-01,319356
1139,2015-07-01,319356
1140,2015-07-01,319356
1141,2015-07-01,319356
1142,2015-07-01,319356
1143,2015-07-01,319356
1144,2015-07-01,319356
1145,2015-07-01,319356
1146,2015-07-01,319356
1147,2015-07-01,319356
1148,2015-07-01,319356
1149,2015-07-01,319356
1150,2015-07-01,319356
1151,2015-07-01,319356
